x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,z21
0.9376699924468994,1.0148375034332275,3.761381890399207e-07,0.8553803563117981,0.998705267906189,-0.04828708991408348,0.780788004398346,0.9230639934539795,-0.07687213271856308,0.7453283667564392,0.8357006907463074,-0.10200601071119308,0.7160143852233887,0.7470742464065552,-0.12707017362117767,0.8001370429992676,0.7415285110473633,-0.043474018573760986,0.7726483941078186,0.6381810903549194,-0.07998545467853546,0.7457792162895203,0.5758479833602905,-0.11601312458515167,0.7193723320960999,0.5312246680259705,-0.14328503608703613,0.8622426986694336,0.7200030088424683,-0.04734286665916443,0.8478175401687622,0.5909373164176941,-0.09613428264856339,0.8230341672897339,0.5669463872909546,-0.13927720487117767,0.7995453476905823,0.5916239023208618,-0.16504108905792236,0.9270996451377869,0.7269827723503113,-0.0558990016579628,0.9232454895973206,0.5940834283828735,-0.10720301419496536,0.9035496115684509,0.5738994479179382,-0.14130303263664246,0.8852242231369019,0.6045401692390442,-0.15835967659950256,0.9922077655792236,0.7622586488723755,-0.06721563637256622,1.0115079879760742,0.6526111960411072,-0.11949766427278519,1.0267672538757324,0.6012209057807922,-0.14671069383621216,1.0401391983032227,0.5884603261947632,-0.15982796251773834
0.9305794835090637,0.9896689057350159,3.8017685710656224e-07,0.8381491899490356,0.9649010300636292,-0.045910753309726715,0.758857786655426,0.8818145990371704,-0.07261276245117188,0.7221952676773071,0.7913190722465515,-0.09641771763563156,0.6930460929870605,0.6947659850120544,-0.11726826429367065,0.7801390290260315,0.7002935409545898,-0.03138624131679535,0.754214346408844,0.5909205079078674,-0.07227476686239243,0.7282532453536987,0.5311547517776489,-0.10928243398666382,0.7031838893890381,0.5062923431396484,-0.1322760134935379,0.8473712205886841,0.6787506341934204,-0.031590353697538376,0.8243821263313293,0.5555179715156555,-0.07971349358558655,0.7966035008430481,0.5280359387397766,-0.11635822057723999,0.7737151384353638,0.5611715912818909,-0.1335410177707672,0.9183151125907898,0.6838191151618958,-0.038310326635837555,0.9084376692771912,0.5632786154747009,-0.07975862920284271,0.878444254398346,0.5479429364204407,-0.10260141640901566,0.8499863743782043,0.5805968046188354,-0.10945765674114227,0.9948459267616272,0.7111120223999023,-0.04887626692652702,1.002381443977356,0.6060892343521118,-0.0826445147395134,0.9818244576454163,0.5535892248153687,-0.10057961195707321,0.9545842409133911,0.5374941825866699,-0.10661482065916061
0.9178038239479065,0.9740171432495117,3.075805921071151e-07,0.8246320486068726,0.9453231692314148,-0.042965520173311234,0.7435427904129028,0.8487231731414795,-0.06797826290130615,0.7024595737457275,0.7537579536437988,-0.09185190498828888,0.677477240562439,0.6512786149978638,-0.11188256740570068,0.7638424038887024,0.6679856777191162,-0.017839008942246437,0.7356026768684387,0.5523320436477661,-0.06287190318107605,0.7084730863571167,0.497225284576416,-0.1040448471903801,0.6880024671554565,0.4914243519306183,-0.1271367371082306,0.8293963074684143,0.64427649974823,-0.018459957093000412,0.8021688461303711,0.5116232633590698,-0.06803249567747116,0.7740143537521362,0.494071900844574,-0.1062580943107605,0.7581676244735718,0.5447707176208496,-0.12281375378370285,0.8990291953086853,0.6469030380249023,-0.02667711302638054,0.8840999007225037,0.5149450898170471,-0.06870303303003311,0.8487953543663025,0.5111770629882812,-0.0914408266544342,0.8223541378974915,0.562615692615509,-0.09639977663755417,0.9751364588737488,0.6718249917030334,-0.03879334405064583,0.9775381088256836,0.552842915058136,-0.0706637054681778,0.9464503526687622,0.5098533034324646,-0.0867638885974884,0.9115698933601379,0.517076313495636,-0.09049092233181
0.8802737593650818,0.904028594493866,2.2319055403841048e-07,0.7851784825325012,0.8548303842544556,-0.04033826291561127,0.7019142508506775,0.7429773807525635,-0.060370225459337234,0.6511004567146301,0.6400322914123535,-0.08241458237171173,0.6215221285820007,0.5320541262626648,-0.09975862503051758,0.7160367369651794,0.5703817009925842,0.010355775244534016,0.6803762912750244,0.44714534282684326,-0.0324183888733387,0.6556587815284729,0.41583335399627686,-0.07549536973237991,0.6438628435134888,0.4362979233264923,-0.09967382997274399,0.7735005021095276,0.5454955697059631,0.00902589876204729,0.7327088713645935,0.40282660722732544,-0.0357082225382328,0.7122418880462646,0.40282219648361206,-0.07882707566022873,0.7093201875686646,0.46601760387420654,-0.10026909410953522,0.8397404551506042,0.5418962240219116,-0.0017831579316407442,0.811743438243866,0.39538466930389404,-0.040130507200956345,0.7851400375366211,0.4084572196006775,-0.06824752688407898,0.7749010324478149,0.4812396764755249,-0.07830523699522018,0.9178454279899597,0.5564953088760376,-0.0168849378824234,0.9040024280548096,0.4277854561805725,-0.046067167073488235,0.8697059154510498,0.4180801510810852,-0.062445007264614105,0.8424201011657715,0.46947771310806274,-0.06766200065612793
0.8690277934074402,0.8758524656295776,-2.124632487721101e-07,0.7681005001068115,0.829169511795044,-0.03793768212199211,0.6847055554389954,0.7207357883453369,-0.058450713753700256,0.6384814977645874,0.620390772819519,-0.08198335021734238,0.6048721671104431,0.5171209573745728,-0.09960760176181793,0.6985082626342773,0.5395960211753845,0.0068272789940238,0.6641305685043335,0.4031408727169037,-0.04330143705010414,0.644119143486023,0.3939884305000305,-0.08571507781744003,0.6371530294418335,0.4398176372051239,-0.10543589293956757,0.759207010269165,0.5177927017211914,0.0026049898006021976,0.7207205891609192,0.36342906951904297,-0.04870349168777466,0.7004747986793518,0.3939714729785919,-0.08486872166395187,0.6988823413848877,0.4778934121131897,-0.09730517119169235,0.8250646591186523,0.5162158608436584,-0.011968351900577545,0.7945195436477661,0.36698612570762634,-0.055885158479213715,0.765016496181488,0.3974718749523163,-0.07695478200912476,0.7567331194877625,0.4731929302215576,-0.07897888123989105,0.9014294147491455,0.5293221473693848,-0.030837468802928925,0.8811925649642944,0.3952063322067261,-0.05962079018354416,0.8486766815185547,0.400038480758667,-0.06976944953203201,0.8288381695747375,0.45773470401763916,-0.06916181743144989
0.8601963520050049,0.8602125644683838,-2.9837633519491646e-07,0.7576106786727905,0.8108135461807251,-0.037768781185150146,0.6760173439979553,0.7004085183143616,-0.05918487161397934,0.6287046670913696,0.5979642271995544,-0.08463826775550842,0.5935779213905334,0.4936915636062622,-0.10391288995742798,0.6912923455238342,0.5216040015220642,0.011225826106965542,0.6533452272415161,0.38659584522247314,-0.03858688473701477,0.632666826248169,0.38205915689468384,-0.07902427762746811,0.629508376121521,0.4271802008152008,-0.09756078571081161,0.7499201893806458,0.49814701080322266,0.0059677110984921455,0.7104949951171875,0.3368021249771118,-0.047862544655799866,0.6928847432136536,0.3809519112110138,-0.0839843600988388,0.6972191333770752,0.4679971933364868,-0.09475085884332657,0.8142465353012085,0.494702011346817,-0.00976551789790392,0.7853699922561646,0.33872097730636597,-0.054206203669309616,0.7589423656463623,0.3827609419822693,-0.07341693341732025,0.7555392980575562,0.46299847960472107,-0.0733017772436142,0.8891535401344299,0.5075411796569824,-0.03006632626056671,0.8712751865386963,0.37392449378967285,-0.057265203446149826,0.8373584151268005,0.3843446373939514,-0.06672746688127518,0.8171005249023438,0.4433932602405548,-0.06584656238555908
0.8156805634498596,0.7719895839691162,-4.969358542439295e-07,0.7187702059745789,0.7050944566726685,-0.036253295838832855,0.6408021450042725,0.6083158850669861,-0.05996033176779747,0.5924480557441711,0.5060492753982544,-0.09079763293266296,0.5750977396965027,0.39722907543182373,-0.11517472565174103,0.6457146406173706,0.4383277893066406,0.016883041709661484,0.6123032569885254,0.30712199211120605,-0.042048562318086624,0.6221452355384827,0.3544069826602936,-0.08325590938329697,0.6433498859405518,0.41329824924468994,-0.10013726353645325,0.7074170708656311,0.41533708572387695,0.011000130325555801,0.6776794195175171,0.27223023772239685,-0.04814997687935829,0.6795459389686584,0.37755465507507324,-0.0741184800863266,0.6899852752685547,0.4623107314109802,-0.07497682422399521,0.7728976607322693,0.40941354632377625,-0.006983102299273014,0.7509386539459229,0.2743200957775116,-0.06285474449396133,0.7403256297111511,0.3859543800354004,-0.06300108879804611,0.7438030242919922,0.47844600677490234,-0.04401209205389023,0.8439661860466003,0.4193647801876068,-0.02907824143767357,0.8238586187362671,0.30066317319869995,-0.05895144119858742,0.7997095584869385,0.3681986927986145,-0.05117111653089523,0.7897554636001587,0.44979920983314514,-0.03429410979151726
0.8090570569038391,0.7484363317489624,-6.905964369252615e-07,0.7152424454689026,0.6891902685165405,-0.034064680337905884,0.6355755925178528,0.5925448536872864,-0.055902838706970215,0.5911146402359009,0.4894856810569763,-0.08478456735610962,0.5820674300193787,0.3769494295120239,-0.10615076124668121,0.6398589015007019,0.4228885769844055,0.01684648171067238,0.6030306816101074,0.2923436164855957,-0.04088591784238815,0.6182700395584106,0.35599660873413086,-0.07895040512084961,0.6443026661872864,0.4243448078632355,-0.09349575638771057,0.6990656852722168,0.40193504095077515,0.010257957503199577,0.668589174747467,0.2627846300601959,-0.047946441918611526,0.6754734516143799,0.37194788455963135,-0.07041183114051819,0.6915996670722961,0.4546998143196106,-0.06783320754766464,0.7641313076019287,0.39779937267303467,-0.008217728696763515,0.7371724843978882,0.27069583535194397,-0.0632963478565216,0.7328346967697144,0.38753995299339294,-0.05905700474977493,0.7436289191246033,0.4763089120388031,-0.03656787797808647,0.8361269235610962,0.40793436765670776,-0.030621616169810295,0.8099895715713501,0.29962170124053955,-0.0594354011118412,0.7884964346885681,0.3676494359970093,-0.04924670234322548,0.7829256653785706,0.43864405155181885,-0.030274059623479843
0.7973279356956482,0.7321350574493408,-8.294706503875204e-07,0.7040517926216125,0.6739038228988647,-0.0319112092256546,0.6302651762962341,0.5750139951705933,-0.053126610815525055,0.5929515361785889,0.4678833782672882,-0.08071403950452805,0.5861362218856812,0.35794270038604736,-0.10115109384059906,0.6340206265449524,0.4074957072734833,0.01437610387802124,0.6021078824996948,0.28489816188812256,-0.044840674847364426,0.6190303564071655,0.3645184636116028,-0.08179878443479538,0.6435462236404419,0.43444791436195374,-0.09521486610174179,0.69398033618927,0.3894898593425751,0.007022777572274208,0.6670517921447754,0.2592998147010803,-0.05237340182065964,0.6762157678604126,0.38282012939453125,-0.07219944149255753,0.6921083927154541,0.45686793327331543,-0.06725233048200607,0.7582587599754333,0.38523924350738525,-0.011657102033495903,0.73486328125,0.2675471901893616,-0.06893865764141083,0.7324030995368958,0.3947907090187073,-0.05958472192287445,0.7417929768562317,0.4727307856082916,-0.03331227973103523,0.8280692100524902,0.39584487676620483,-0.03372039273381233,0.8001236915588379,0.2950906753540039,-0.06316909193992615,0.7861803770065308,0.37770023941993713,-0.0473482571542263,0.787143886089325,0.4425271451473236,-0.023832354694604874
0.790090799331665,0.7215500473976135,-9.045888305081462e-07,0.6986857056617737,0.6622506380081177,-0.03263714164495468,0.6279997825622559,0.5586608648300171,-0.052409619092941284,0.5951116681098938,0.44648897647857666,-0.07786539942026138,0.5890786647796631,0.3351913094520569,-0.09537552297115326,0.6341508626937866,0.3946811556816101,0.018092649057507515,0.6044453978538513,0.2836436629295349,-0.0424470454454422,0.6251378059387207,0.3757801651954651,-0.07821699231863022,0.6499424576759338,0.44419339299201965,-0.09013796597719193,0.6927779912948608,0.37806832790374756,0.011548824608325958,0.6644113659858704,0.2605031728744507,-0.04964367300271988,0.6766149997711182,0.39094164967536926,-0.06797674298286438,0.6938578486442566,0.45713943243026733,-0.06078888848423958,0.7557013034820557,0.37483322620391846,-0.0069747911766171455,0.7311481833457947,0.27321457862854004,-0.06853719055652618,0.7314881086349487,0.4039873778820038,-0.058089375495910645,0.7423941493034363,0.47159627079963684,-0.029375392943620682,0.8235409259796143,0.38643133640289307,-0.028609612956643105,0.7928523421287537,0.29623091220855713,-0.06028850004076958,0.7830162048339844,0.3847030997276306,-0.043206896632909775,0.7881472110748291,0.4449397325515747,-0.017595075070858
